User,Krzysztof Kubicz,,Metabolic Load (ML),72.0
Date,2026-08-01,,Biomechanics Load (BL),843.0
Start Time,11:29:45,,ML/Duration,1.74
Duration,00:54:25,,BL/Duration],20.4
Activity Type,Normal Activity,,ML/BL,0.0854
Sport,Running,,Avg BR,39.0
,,,Avg VT,281.6
Total Distance [km],9.1,,Avg VE,105.5
Elevation [m],,,Avg HR,134.0
Climb [m],,,Avg Power,1220.0
Descent [m],,,Avg Cad,177.0

Time,BR,VT,VE,HR,Power,Cad,Speed,Elevation,Cumulative Distance,External Heart Rate,External Bike Power,External Cadence,External Speed,Protocol Grade,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,Equivalent 0% Grade Speed,Ground Contact Time,Air Time,VE 15 sec sum,,Breath by breath time,BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed
595.0,39.49,291.9,107.5,124.0,1233.0,181.5,8.64,,2161.0,,,,,,,,,,,,,,,1060.482,28.8,29.9,395.0,293.0,114.0,106.5,,
596.0,39.07,293.6,107.6,125.0,1235.0,180.0,8.64,,2165.0,,,,,,,,,,,,,,,1062.822,22.7,26.0,216.0,292.2,49.0,106.4,,
597.0,38.51,288.6,105.1,125.0,1238.0,179.5,8.64,,2169.0,,,,,,,,,,,,,,,1064.3220000000001,44.1,29.1,342.0,292.4,151.0,106.6,,
598.0,37.83,284.5,104.0,126.0,1237.0,177.9,8.64,,2172.0,,,,,,,,,,,,,,,1066.2420000000002,31.9,31.9,366.0,293.1,117.0,107.0,,
599.0,37.05,282.9,104.8,126.0,1237.0,177.0,8.58,,2176.0,,,,,,,,,,,,,,,1068.792,25.0,28.6,366.0,292.9,91.0,106.5,,
600.0,36.33,285.5,105.4,126.0,1234.0,177.0,8.47,,2180.0,,,,,,,,,,,,,,,1070.532,30.6,29.2,325.0,292.4,100.0,106.4,,
601.0,35.87,286.1,105.3,126.0,1233.0,177.9,8.39,,2184.0,,,,,,,,,,,,,,,1072.692,29.4,30.6,290.0,293.0,85.0,106.5,,
602.0,35.5,285.9,104.9,127.0,1235.0,178.5,8.37,,2188.0,,,,,,,,,,,,,,,1075.062,24.6,28.3,293.0,292.9,72.0,106.3,,
603.0,35.39,288.2,105.9,126.0,1237.0,178.5,8.37,,2191.0,,,,,,,,,,,,,,,1076.3519999999999,41.7,28.3,318.0,293.3,132.0,106.5,,
604.0,35.33,290.9,107.1,126.0,1234.0,176.0,8.33,,2195.0,,,,,,,,,,,,,,,1078.182,38.5,32.8,379.0,293.2,146.0,106.4,,
605.0,35.31,293.8,108.2,126.0,1226.0,175.4,8.33,,2199.0,,,,,,,,,,,,,,,1080.312,28.8,32.2,379.0,293.1,109.0,106.3,,
606.0,35.46,297.4,108.7,127.0,1224.0,175.9,8.35,,2203.0,,,,,,,,,,,,,,,1081.8719999999998,32.6,33.3,303.0,293.2,99.0,106.4,,
607.0,35.75,299.3,108.6,128.0,1226.0,175.9,8.37,,2206.0,,,,,,,,,,,,,,,1083.8519999999999,33.3,34.8,249.0,293.3,83.0,106.5,,
608.0,36.15,299.7,108.1,128.0,1220.0,175.0,8.37,,2210.0,,,,,,,,,,,,,,,1085.442,34.9,33.6,278.0,293.2,97.0,106.4,,
609.0,36.5,299.6,107.8,128.0,1211.0,174.5,8.37,,2214.0,,,,,,,,,,,,,,,1087.422,32.6,32.8,255.0,292.9,83.0,106.3,,
610.0,36.79,299.2,107.4,130.0,1203.0,174.5,8.39,,2218.0,,,,,,,,,,,,,,,1088.982,36.6,33.6,234.0,292.8,86.0,106.2,,
611.0,36.91,297.7,106.5,128.0,1204.0,174.5,8.41,,2221.0,,,,,,,,,,,,,,,1090.332,41.7,34.9,456.0,293.0,190.0,106.3,,
612.0,37.03,296.1,105.6,128.0,1208.0,176.0,8.39,,2225.0,,,,,,,,,,,,,,,1092.792,27.3,34.7,456.0,293.1,124.0,106.3,,
613.0,37.03,294.5,104.9,128.0,1205.0,176.1,8.39,,2229.0,,,,,,,,,,,,,,,1095.012,25.9,32.2,226.0,293.3,58.0,106.3,,
614.0,36.93,294.1,105.1,128.0,1201.0,175.5,8.43,,2233.0,,,,,,,,,,,,,,,1096.1219999999998,44.1,35.2,213.0,293.0,94.0,106.2,,
615.0,36.64,296.4,107.3,128.0,1190.0,175.5,8.41,,2236.0,,,,,,,,,,,,,,,1097.382,50.0,37.7,254.0,292.9,127.0,106.2,,
616.0,36.32,299.2,108.1,128.0,1182.0,176.4,8.41,,2240.0,,,,,,,,,,,,,,,1098.8819999999998,41.7,37.7,239.0,292.0,100.0,106.0,,
617.0,36.1,298.3,107.3,128.0,1174.0,177.0,8.43,,2244.0,,,,,,,,,,,,,,,1100.472,38.5,41.4,250.0,291.8,96.0,105.9,,
618.0,35.98,294.2,105.5,128.0,1164.0,177.0,8.43,,2248.0,,,,,,,,,,,,,,,1101.972,39.5,41.8,446.0,292.0,176.0,106.2,,
619.0,35.95,291.5,105.1,128.0,1156.0,176.0,8.45,,2251.0,,,,,,,,,,,,,,,1104.3419999999999,27.8,39.9,472.0,293.5,131.0,106.5,,
620.0,35.92,289.3,104.9,129.0,1150.0,176.4,8.43,,2255.0,,,,,,,,,,,,,,,1105.662,36.6,38.2,223.0,293.1,82.0,106.3,,
621.0,35.75,291.4,105.9,129.0,1145.0,177.9,8.43,,2259.0,,,,,,,,,,,,,,,1107.0720000000001,45.5,38.2,231.0,292.6,105.0,106.4,,
622.0,35.72,291.9,106.0,129.0,1146.0,178.5,8.39,,2263.0,,,,,,,,,,,,,,,1108.572,41.7,39.2,372.0,292.9,155.0,106.8,,
623.0,35.83,291.1,105.4,129.0,1146.0,178.5,8.37,,2266.0,,,,,,,,,,,,,,,1110.7920000000001,28.8,35.7,372.0,293.7,107.0,106.9,,
624.0,36.24,295.6,107.2,129.0,1138.0,177.5,8.35,,2270.0,,,,,,,,,,,,,,,1112.322,35.7,38.0,240.0,293.1,86.0,106.6,,
625.0,36.56,298.9,108.1,129.0,1136.0,177.9,8.31,,2274.0,,,,,,,,,,,,,,,1113.5819999999999,44.1,40.5,241.0,292.8,106.0,106.6,,
626.0,36.77,300.6,108.0,129.0,1138.0,178.5,8.35,,2278.0,,,,,,,,,,,,,,,1114.932,42.9,40.1,257.0,292.3,110.0,106.7,,
627.0,36.99,301.0,107.6,129.0,1146.0,177.6,8.37,,2281.0,,,,,,,,,,,,,,,1116.522,44.1,40.9,234.0,292.4,103.0,106.7,,
628.0,37.27,295.0,105.4,129.0,1153.0,177.0,8.37,,2285.0,,,,,,,,,,,,,,,1117.932,40.5,42.5,400.0,293.2,162.0,107.0,,
629.0,37.56,292.6,105.6,129.0,1159.0,177.9,8.39,,2289.0,,,,,,,,,,,,,,,1120.212,27.3,42.5,400.0,294.2,109.0,107.1,,
630.0,37.81,294.3,108.1,129.0,1162.0,178.5,8.39,,2293.0,,,,,,,,,,,,,,,1121.712,36.6,40.0,249.0,293.2,91.0,106.7,,
631.0,37.76,297.7,109.2,129.0,1165.0,178.5,8.33,,2296.0,,,,,,,,,,,,,,,1123.212,38.5,38.5,299.0,293.2,115.0,106.7,,
632.0,37.71,301.1,110.3,129.0,1170.0,178.5,8.33,,2300.0,,,,,,,,,,,,,,,1124.622,44.1,38.5,256.0,292.2,113.0,106.7,,
633.0,37.6,300.7,110.0,129.0,1177.0,178.5,8.29,,2304.0,,,,,,,,,,,,,,,1126.092,40.5,38.5,432.0,293.1,175.0,107.2,,
634.0,37.47,298.9,109.1,128.0,1186.0,178.5,8.24,,2307.0,,,,,,,,,,,,,,,1128.792,25.0,38.5,440.0,294.0,110.0,107.2,,
635.0,37.27,295.3,108.2,129.0,1195.0,177.5,8.24,,2311.0,,,,,,,,,,,,,,,1130.412,30.6,36.5,210.0,293.8,64.0,107.0,,
636.0,37.08,291.3,107.6,129.0,1196.0,177.9,8.24,,2315.0,,,,,,,,,,,,,,,1131.852,42.9,38.0,190.0,293.6,81.0,107.0,,
637.0,36.97,289.6,108.0,128.0,1192.0,176.9,8.26,,2318.0,,,,,,,,,,,,,,,1133.2920000000001,42.9,38.0,368.0,293.1,158.0,106.7,,
638.0,37.01,293.8,110.4,128.0,1191.0,176.9,8.26,,2322.0,,,,,,,,,,,,,,,1135.542,28.8,34.1,351.0,292.5,101.0,106.6,,
639.0,37.19,297.7,110.4,129.0,1190.0,176.5,8.24,,2326.0,,,,,,,,,,,,,,,1137.3719999999998,30.6,34.7,221.0,292.5,68.0,106.5,,
640.0,37.31,299.6,110.1,129.0,1192.0,175.9,8.24,,2330.0,,,,,,,,,,,,,,,1138.812,39.5,37.6,357.0,293.2,141.0,106.8,,
641.0,37.38,299.9,109.5,129.0,1198.0,175.9,8.18,,2333.0,,,,,,,,,,,,,,,1140.7920000000001,32.6,34.2,357.0,293.6,117.0,106.8,,
642.0,37.44,300.3,109.0,129.0,1209.0,175.9,8.22,,2337.0,,,,,,,,,,,,,,,1142.2620000000002,37.5,33.6,198.0,292.3,74.0,106.2,,
643.0,37.44,299.5,108.0,129.0,1217.0,175.0,8.24,,2341.0,,,,,,,,,,,,,,,1143.6119999999999,45.5,36.5,198.0,290.9,90.0,106.0,,
644.0,37.43,298.3,107.2,129.0,1224.0,174.5,8.26,,2344.0,,,,,,,,,,,,,,,1144.8120000000001,48.4,40.8,442.0,292.1,214.0,106.7,,
645.0,37.47,296.2,106.6,129.0,1232.0,174.5,8.29,,2348.0,,,,,,,,,,,,,,,1147.122,28.8,38.5,442.0,292.4,127.0,106.5,,
646.0,37.59,298.6,107.9,129.0,1237.0,173.5,8.35,,2352.0,,,,,,,,,,,,,,,1149.282,26.3,37.3,298.0,292.1,78.0,106.4,,
647.0,37.74,303.0,109.7,128.0,1229.0,173.0,8.37,,2355.0,,,,,,,,,,,,,,,1151.0819999999999,34.1,36.1,417.0,293.3,142.0,106.8,,
648.0,37.82,307.6,110.4,129.0,1217.0,173.0,8.33,,2359.0,,,,,,,,,,,,,,,1153.602,25.4,29.8,407.0,294.8,104.0,106.9,,
649.0,37.84,308.3,109.9,130.0,1216.0,175.3,8.35,,2363.0,,,,,,,,,,,,,,,1155.372,30.0,28.4,199.0,294.5,60.0,106.7,,
650.0,37.81,305.4,108.2,129.0,1217.0,176.1,8.41,,2367.0,,,,,,,,,,,,,,,1156.902,38.5,30.1,235.0,294.6,90.0,106.8,,
651.0,37.79,302.4,107.8,129.0,1219.0,175.5,8.45,,2370.0,,,,,,,,,,,,,,,1158.402,39.5,34.2,216.0,294.2,85.0,106.6,,
652.0,37.77,299.5,107.4,129.0,1220.0,176.4,8.43,,2374.0,,,,,,,,,,,,,,,1159.842,41.7,36.0,221.0,294.3,92.0,106.7,,
653.0,37.63,298.9,108.1,129.0,1218.0,177.0,8.43,,2378.0,,,,,,,,,,,,,,,1161.072,45.5,39.9,295.0,293.7,134.0,106.5,,
654.0,37.37,298.7,108.8,129.0,1219.0,177.0,8.43,,2382.0,,,,,,,,,,,,,,,1163.172,31.9,39.9,287.0,293.6,91.0,106.4,,
655.0,36.93,294.3,107.1,129.0,1222.0,176.1,8.43,,2386.0,,,,,,,,,,,,,,,1164.672,37.5,39.5,258.0,292.8,97.0,106.4,,
656.0,36.75,292.2,107.0,129.0,1222.0,175.5,8.39,,2389.0,,,,,,,,,,,,,,,1166.0819999999999,41.7,40.3,335.0,292.5,140.0,106.6,,
657.0,36.6,290.4,107.1,129.0,1219.0,175.5,8.35,,2393.0,,,,,,,,,,,,,,,1168.1219999999998,32.6,37.3,335.0,292.5,109.0,106.7,,
658.0,36.4,290.2,108.0,129.0,1213.0,176.4,8.31,,2397.0,,,,,,,,,,,,,,,1169.472,36.6,35.6,250.0,292.8,92.0,106.8,,
659.0,36.21,290.2,108.9,131.0,1205.0,176.1,8.31,,2400.0,,,,,,,,,,,,,,,1170.942,42.9,38.6,431.0,294.2,185.0,107.4,,
660.0,36.05,288.7,108.9,131.0,1195.0,175.5,8.37,,2404.0,,,,,,,,,,,,,,,1173.462,26.3,37.0,430.0,296.0,113.0,107.6,,
661.0,35.93,291.4,110.5,131.0,1198.0,174.6,8.43,,2408.0,,,,,,,,,,,,,,,1175.232,30.6,33.3,430.0,296.9,132.0,107.6,,
662.0,35.8,295.1,112.4,131.0,1200.0,174.0,8.45,,2412.0,,,,,,,,,,,,,,,1176.402,46.9,36.7,216.0,296.0,101.0,107.2,,
663.0,35.56,297.0,112.8,131.0,1203.0,174.0,8.43,,2415.0,,,,,,,,,,,,,,,1178.2920000000001,36.6,36.7,230.0,295.1,84.0,107.0,,
664.0,35.44,295.2,112.0,129.0,1207.0,176.5,8.37,,2419.0,,,,,,,,,,,,,,,1179.672,36.6,34.6,292.0,295.6,107.0,107.1,,
665.0,35.36,292.3,110.8,129.0,1214.0,178.0,8.37,,2423.0,,,,,,,,,,,,,,,1182.3120000000001,24.6,34.6,330.0,295.7,81.0,106.8,,
666.0,35.35,289.9,110.3,130.0,1215.0,178.0,8.33,,2427.0,,,,,,,,,,,,,,,1183.482,44.1,39.1,330.0,295.9,146.0,107.1,,
667.0,35.49,288.5,111.0,129.0,1208.0,178.9,8.31,,2430.0,,,,,,,,,,,,,,,1184.5020000000002,55.6,39.1,230.0,295.8,128.0,107.3,,
668.0,35.63,287.1,111.7,130.0,1204.0,180.4,8.33,,2434.0,,,,,,,,,,,,,,,1185.8220000000001,46.9,42.5,251.0,295.8,118.0,107.3,,
669.0,35.91,286.3,112.1,130.0,1201.0,181.9,8.37,,2438.0,,,,,,,,,,,,,,,1187.2620000000002,44.1,45.0,249.0,295.6,110.0,107.2,,
670.0,36.26,285.8,112.4,130.0,1195.0,181.5,8.35,,2442.0,,,,,,,,,,,,,,,1188.5819999999999,45.5,45.5,129.0,295.0,59.0,107.0,,
671.0,36.88,288.5,113.2,129.0,1188.0,181.9,8.33,,2445.0,,,,,,,,,,,,,,,1189.5720000000001,53.6,48.6,290.0,294.5,155.0,106.9,,
672.0,37.57,291.9,113.6,131.0,1192.0,181.5,8.31,,2449.0,,,,,,,,,,,,,,,1191.2820000000002,40.5,45.5,344.0,294.4,139.0,107.0,,
673.0,38.34,295.9,113.7,130.0,1200.0,182.5,8.39,,2453.0,,,,,,,,,,,,,,,1193.412,29.4,43.4,344.0,294.8,101.0,107.0,,
674.0,38.72,296.3,113.6,129.0,1199.0,181.9,8.41,,2457.0,,,,,,,,,,,,,,,1194.792,37.5,41.2,229.0,294.7,86.0,106.9,,
675.0,39.09,296.5,113.5,129.0,1195.0,181.9,8.43,,2460.0,,,,,,,,,,,,,,,1196.712,32.6,36.9,252.0,294.4,82.0,106.6,,
676.0,39.5,295.8,113.1,129.0,1192.0,181.5,8.43,,2464.0,,,,,,,,,,,,,,,1198.872,27.3,33.2,339.0,294.8,93.0,106.7,,
677.0,39.98,293.6,112.3,129.0,1187.0,180.9,8.45,,2468.0,,,,,,,,,,,,,,,1201.002,30.6,30.9,339.0,294.4,104.0,106.4,,
678.0,40.55,289.7,112.1,130.0,1185.0,180.9,8.52,,2472.0,,,,,,,,,,,,,,,1203.282,25.0,30.2,257.0,293.8,64.0,106.3,,
679.0,41.12,291.7,113.8,129.0,1184.0,180.0,8.58,,2476.0,,,,,,,,,,,,,,,1205.832,28.8,28.9,272.0,294.3,78.0,106.2,,
680.0,41.81,292.1,113.9,129.0,1182.0,180.4,8.6,,2479.0,,,,,,,,,,,,,,,1208.3519999999999,26.3,27.5,272.0,294.6,72.0,106.1,,
681.0,42.51,290.9,113.3,129.0,1187.0,180.0,8.6,,2483.0,,,,,,,,,,,,,,,1211.202,17.0,26.7,272.0,294.4,46.0,105.8,,
682.0,43.12,289.7,113.0,129.0,1196.0,178.6,8.56,,2487.0,,,,,,,,,,,,,,,1212.972,34.1,26.7,315.0,294.4,107.0,106.0,,
683.0,43.66,289.4,113.0,130.0,1204.0,178.0,8.56,,2491.0,,,,,,,,,,,,,,,1214.952,30.0,28.4,271.0,294.6,81.0,105.8,,
684.0,44.23,285.6,112.0,129.0,1211.0,178.9,8.56,,2495.0,,,,,,,,,,,,,,,1216.932,30.0,28.8,341.0,294.3,102.0,105.5,,
685.0,44.4,284.4,112.4,129.0,1224.0,180.4,8.58,,2499.0,,,,,,,,,,,,,,,1220.022,20.0,26.7,341.0,293.9,68.0,105.2,,
686.0,44.49,281.8,111.8,128.0,1230.0,181.8,8.58,,2502.0,,,,,,,,,,,,,,,1221.252,24.0,28.0,278.0,293.8,67.0,104.9,,
687.0,44.54,278.4,110.8,128.0,1235.0,182.4,8.64,,2506.0,,,,,,,,,,,,,,,1223.442,28.3,27.4,339.0,293.8,96.0,105.0,,
688.0,44.56,270.2,109.6,129.0,1240.0,182.4,8.66,,2510.0,,,,,,,,,,,,,,,1225.812,27.3,26.5,409.0,294.7,112.0,105.5,,
689.0,44.38,268.1,111.3,128.0,1247.0,180.8,8.66,,2514.0,,,,,,,,,,,,,,,1228.002,28.3,26.5,293.0,293.8,83.0,105.2,,
690.0,44.27,267.4,112.0,128.0,1249.0,181.4,8.58,,2518.0,,,,,,,,,,,,,,,1229.532,33.3,28.0,314.0,294.2,105.0,105.3,,
691.0,44.18,266.9,112.3,129.0,1252.0,181.4,8.54,,2522.0,,,,,,,,,,,,,,,1231.1219999999998,39.5,30.0,242.0,294.7,96.0,105.4,,
692.0,43.92,266.4,112.4,130.0,1261.0,180.9,8.54,,2525.0,,,,,,,,,,,,,,,1234.2720000000002,27.3,29.6,255.0,296.1,70.0,105.4,,
693.0,43.68,265.8,112.4,129.0,1267.0,180.9,8.43,,2529.0,,,,,,,,,,,,,,,1237.6019999999999,14.0,29.6,375.0,296.2,53.0,104.9,,
694.0,43.46,265.2,112.3,130.0,1266.0,180.9,8.35,,2533.0,,,,,,,,,,,,,,,1240.452,21.1,27.2,375.0,296.8,79.0,105.1,,
695.0,43.24,264.6,112.1,130.0,1273.0,180.9,8.37,,2537.0,,,,,,,,,,,,,,,1241.922,40.5,29.3,363.0,297.8,147.0,105.4,,
696.0,42.91,261.4,111.6,129.0,1282.0,180.9,8.37,,2540.0,,,,,,,,,,,,,,,1243.872,32.6,27.0,363.0,298.0,118.0,105.3,,
697.0,42.59,258.5,111.2,129.0,1282.0,181.8,8.39,,2544.0,,,,,,,,,,,,,,,1245.312,38.5,30.7,217.0,297.3,84.0,105.2,,
698.0,42.36,258.4,111.3,129.0,1275.0,179.9,8.41,,2548.0,,,,,,,,,,,,,,,1246.692,42.9,37.2,199.0,297.0,85.0,105.2,,
699.0,42.29,262.4,112.8,130.0,1274.0,178.4,8.39,,2552.0,,,,,,,,,,,,,,,1247.982,45.5,40.6,224.0,296.8,102.0,105.1,,
700.0,42.33,268.3,113.9,130.0,1287.0,178.4,8.39,,2555.0,,,,,,,,,,,,,,,1249.362,44.1,41.8,234.0,296.5,103.0,105.0,,
701.0,42.5,274.8,114.1,131.0,1296.0,178.4,8.43,,2559.0,,,,,,,,,,,,,,,1250.712,44.1,43.7,209.0,295.6,92.0,104.6,,
702.0,42.62,274.3,113.2,131.0,1297.0,178.4,8.5,,2563.0,,,,,,,,,,,,,,,1252.032,44.1,44.1,185.0,295.0,82.0,104.5,,
703.0,42.82,274.2,112.9,130.0,1297.0,177.5,8.52,,2567.0,,,,,,,,,,,,,,,1253.112,51.7,44.6,270.0,294.8,140.0,104.7,,
704.0,43.06,274.3,113.1,130.0,1302.0,177.8,8.58,,2571.0,,,,,,,,,,,,,,,1254.582,45.5,44.6,212.0,294.1,97.0,104.7,,
705.0,43.39,274.3,112.9,130.0,1306.0,177.5,8.58,,2574.0,,,,,,,,,,,,,,,1255.902,45.5,45.0,254.0,294.3,116.0,104.9,,
706.0,43.79,275.4,112.7,130.0,1307.0,176.9,8.56,,2578.0,,,,,,,,,,,,,,,1257.3120000000001,42.9,45.0,279.0,294.8,119.0,105.1,,
707.0,44.13,278.2,112.7,130.0,1301.0,176.9,8.58,,2582.0,,,,,,,,,,,,,,,1259.232,33.3,44.6,279.0,295.4,93.0,105.1,,
708.0,44.59,277.3,111.0,130.0,1298.0,178.5,8.54,,2586.0,,,,,,,,,,,,,,,1260.432,44.1,44.1,195.0,294.3,86.0,104.5,,
709.0,44.83,277.9,110.2,130.0,1298.0,178.5,8.52,,2590.0,,,,,,,,,,,,,,,1261.782,46.9,44.1,404.0,294.4,189.0,104.9,,
710.0,45.05,281.5,110.5,130.0,1294.0,177.9,8.52,,2594.0,,,,,,,,,,,,,,,1264.302,25.4,40.1,404.0,294.3,103.0,104.5,,
711.0,45.05,283.8,108.8,130.0,1287.0,177.9,8.52,,2597.0,,,,,,,,,,,,,,,1266.312,30.6,36.0,229.0,293.1,70.0,104.2,,
712.0,44.76,286.6,108.2,130.0,1284.0,177.0,8.54,,2601.0,,,,,,,,,,,,,,,1268.202,28.3,34.3,298.0,293.7,84.0,104.3,,
713.0,44.36,290.1,108.9,130.0,1283.0,176.5,8.54,,2605.0,,,,,,,,,,,,,,,1270.0320000000002,34.9,31.3,423.0,295.7,148.0,104.8,,
714.0,44.07,290.0,108.2,130.0,1279.0,176.5,8.54,,2609.0,,,,,,,,,,,,,,,1272.012,31.9,30.3,229.0,294.8,73.0,104.3,,
715.0,43.93,287.5,108.1,130.0,1272.0,175.0,8.58,,2613.0,,,,,,,,,,,,,,,1273.482,36.6,32.5,215.0,294.3,79.0,104.1,,
716.0,43.82,286.8,108.4,130.0,1260.0,174.9,8.58,,2616.0,,,,,,,,,,,,,,,1274.7720000000002,42.9,34.5,243.0,293.4,104.0,104.1,,
717.0,43.68,289.9,109.2,130.0,1247.0,175.5,8.64,,2620.0,,,,,,,,,,,,,,,1276.302,42.9,38.1,384.0,294.6,164.0,104.7,,
718.0,43.51,290.7,109.1,130.0,1243.0,175.5,8.66,,2624.0,,,,,,,,,,,,,,,1278.5520000000001,28.8,37.1,378.0,296.3,109.0,105.0,,
719.0,43.28,288.3,107.7,130.0,1252.0,175.5,8.64,,2628.0,,,,,,,,,,,,,,,1280.922,24.6,36.1,253.0,297.5,62.0,105.1,,
720.0,42.96,289.6,108.1,130.0,1254.0,176.4,8.52,,2632.0,,,,,,,,,,,,,,,1282.0020000000002,45.5,38.2,308.0,297.5,140.0,105.3,,
721.0,42.6,290.9,108.3,130.0,1248.0,176.1,8.45,,2636.0,,,,,,,,,,,,,,,1283.736,40.5,37.4,462.0,298.0,187.0,105.4,,
722.0,42.21,291.5,107.9,130.0,1248.0,174.6,8.37,,2639.0,,,,,,,,,,,,,,,1285.872,28.8,32.7,462.0,298.2,133.0,105.4,,
723.0,41.82,292.1,107.5,130.0,1255.0,174.0,8.37,,2643.0,,,,,,,,,,,,,,,1287.252,37.5,35.6,462.0,299.1,173.0,105.8,,
724.0,41.08,289.2,105.8,130.0,1255.0,174.0,8.37,,2647.0,,,,,,,,,,,,,,,1288.362,51.7,41.2,259.0,298.6,134.0,106.0,,
725.0,40.11,284.3,103.6,130.0,1245.0,174.0,8.37,,2651.0,,,,,,,,,,,,,,,1289.682,45.5,41.2,244.0,298.2,111.0,106.0,,
726.0,38.89,278.1,102.5,130.0,1243.0,174.9,8.35,,2654.0,,,,,,,,,,,,,,,1291.0620000000001,44.1,42.4,396.0,299.1,175.0,106.6,,
727.0,37.96,280.2,103.8,130.0,1243.0,175.5,8.35,,2658.0,,,,,,,,,,,,,,,1293.402,28.3,42.4,435.0,300.0,123.0,106.8,,
728.0,37.15,283.3,104.7,130.0,1246.0,176.4,8.41,,2662.0,,,,,,,,,,,,,,,1294.782,37.5,42.4,209.0,300.2,78.0,106.9,,
729.0,36.45,286.8,105.0,130.0,1246.0,177.0,8.5,,2666.0,,,,,,,,,,,,,,,1296.102,45.5,42.4,246.0,300.9,112.0,106.8,,
730.0,35.95,289.4,104.4,131.0,1243.0,177.0,8.52,,2669.0,,,,,,,,,,,,,,,1297.752,39.5,40.4,268.0,301.4,106.0,107.0,,
731.0,35.49,291.8,103.8,131.0,1245.0,177.9,8.43,,2673.0,,,,,,,,,,,,,,,1299.222,38.5,38.5,286.0,301.3,110.0,107.0,,
732.0,35.23,292.8,103.4,131.0,1248.0,178.5,8.39,,2677.0,,,,,,,,,,,,,,,1300.812,38.5,38.8,236.0,302.8,91.0,107.6,,
733.0,34.97,293.8,103.1,132.0,1249.0,176.9,8.35,,2681.0,,,,,,,,,,,,,,,1302.012,44.1,40.7,242.0,301.9,107.0,107.1,,
734.0,34.68,296.8,103.3,132.0,1247.0,175.9,8.29,,2684.0,,,,,,,,,,,,,,,1303.482,45.5,40.7,217.0,301.5,98.0,107.1,,
735.0,34.4,299.9,103.4,132.0,1245.0,175.9,8.22,,2688.0,,,,,,,,,,,,,,,1304.7720000000002,44.1,42.2,179.0,300.2,79.0,106.8,,
736.0,34.28,299.6,102.7,131.0,1242.0,175.9,8.2,,2692.0,,,,,,,,,,,,,,,1306.482,36.6,42.2,404.0,302.0,148.0,107.4,,
737.0,34.16,299.2,102.1,132.0,1244.0,176.9,8.2,,2695.0,,,,,,,,,,,,,,,1308.642,30.6,41.6,404.0,302.3,124.0,107.3,,
738.0,34.05,299.0,101.5,132.0,1241.0,177.4,8.24,,2699.0,,,,,,,,,,,,,,,1310.382,34.9,38.5,233.0,301.7,81.0,107.2,,
739.0,33.99,301.7,102.6,132.0,1232.0,176.5,8.26,,2703.0,,,,,,,,,,,,,,,1312.092,30.6,34.0,243.0,301.6,74.0,107.1,,
740.0,33.94,304.5,103.6,133.0,1232.0,175.9,8.24,,2706.0,,,,,,,,,,,,,,,1313.802,39.5,34.0,333.0,302.0,132.0,107.2,,
741.0,33.94,307.7,104.0,134.0,1241.0,175.9,8.24,,2710.0,,,,,,,,,,,,,,,1316.412,24.2,32.0,436.0,302.6,106.0,107.0,,
742.0,33.93,310.0,104.1,134.0,1246.0,175.9,8.24,,2714.0,,,,,,,,,,,,,,,1318.212,29.4,31.6,243.0,302.9,71.0,107.0,,
743.0,33.99,305.9,102.2,135.0,1250.0,175.0,8.29,,2718.0,,,,,,,,,,,,,,,1319.712,38.5,32.8,169.0,302.4,65.0,106.8,,
744.0,34.01,304.4,101.6,134.0,1244.0,174.5,8.29,,2721.0,,,,,,,,,,,,,,,1321.1219999999998,42.9,35.8,232.0,302.0,99.0,106.8,,
745.0,33.98,305.1,102.2,134.0,1239.0,174.5,8.26,,2725.0,,,,,,,,,,,,,,,1322.622,39.5,35.8,250.0,301.5,99.0,106.6,,
746.0,33.95,305.9,102.7,134.0,1243.0,174.5,8.29,,2729.0,,,,,,,,,,,,,,,1324.212,38.5,38.8,230.0,300.4,89.0,106.5,,
747.0,33.88,307.4,103.1,134.0,1242.0,175.4,8.29,,2732.0,,,,,,,,,,,,,,,1325.532,45.5,40.3,242.0,300.5,110.0,106.7,,
748.0,33.78,307.0,102.6,133.0,1235.0,175.9,8.24,,2736.0,,,,,,,,,,,,,,,1326.8220000000001,45.5,42.6,269.0,300.6,122.0,106.8,,
749.0,33.62,304.8,101.3,133.0,1234.0,175.0,8.24,,2740.0,,,,,,,,,,,,,,,1328.3220000000001,40.5,41.8,405.0,301.2,164.0,107.1,,
750.0,33.47,303.6,102.1,133.0,1235.0,174.5,8.2,,2743.0,,,,,,,,,,,,,,,1330.722,27.3,41.5,405.0,302.2,110.0,107.2,,
751.0,33.32,302.4,102.9,133.0,1232.0,174.5,8.22,,2747.0,,,,,,,,,,,,,,,1332.012,38.5,41.5,200.0,301.5,77.0,107.0,,
752.0,33.24,306.0,104.2,133.0,1233.0,173.6,8.26,,2751.0,,,,,,,,,,,,,,,1333.3919999999998,44.1,41.0,218.0,301.0,96.0,106.9,,
